# synodal-gold-refit.tsv — accent-paradigm refits of registered lexemes from their Alypy
# tables (cargo xtask synodal-gold refit). One row per lexeme and per residue cell.
lexeme_id	lemma	status	rules	cleared	blocked	residue	detail
synodal:adjective:bozhii	божїй	unfit		0	0	32	
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||nominative:singular:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їй / бж҃їй кра́й / кра́й)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||nominative:singular:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їѧ / бж҃їѧ ми́лостынѧ / ми́лостынѧ)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||genitive:singular:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їѧ / бж҃їѧ кра́ѧ / кра́ѧ)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||genitive:singular:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їѧ / бж҃їѧ ми́лостыни / ми́лостыни)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||dative:singular:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їю / бж҃їю кра́ю / кра́ю)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||dative:singular:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їи / бж҃їи ми́лостыни / ми́лостыни)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||accusative:singular:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їй / бж҃їй кра́й / кра́й)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||accusative:singular:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їю / бж҃їю ми́лостыню / ми́лостыню)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||instrumental:singular:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їимъ / бж҃їимъ кра́емъ / кра́емъ)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||instrumental:singular:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їею / бж҃їею ми́лостынею / ми́лостынею)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||locative:singular:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їиемъкра́и / бж҃їикра́и / емъ)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||locative:singular:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їи / бж҃їи ми́лостыни / ми́лостыни)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||vocative:singular:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їй / бж҃їй кра́ю / кра́ю)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||vocative:singular:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їѧ / бж҃їѧ ми́лостыне / ми́лостыне)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||nominative+accusative+vocative:dual:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їѧ / бж҃їѧ кра̑ѧ / кра̑ѧ)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||nominative+accusative+vocative:dual:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їи / бж҃їи ми́лѡстыни / ми́лѡстыни)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||genitive+locative:dual:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їю / бж҃їю кра̑ю / кра̑ю)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||genitive+locative:dual:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їю / бж҃їю ми́лѡстыню / ми́лѡстыню)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||dative+instrumental:dual:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їима / бж҃їима кра́ема / кра́ема)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||dative+instrumental:dual:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їима / бж҃їима ми́лостынѧма / ми́лостынѧма)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||nominative+vocative:plural:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їи / бж҃їи кра̑и / кра̑и)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||nominative+vocative:plural:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їѧ / бж҃їѧ ми́лѡстыни / ми́лѡстыни)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||genitive:plural:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їихъ / бж҃їихъ крає́въ / крає́въ)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||genitive:plural:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їихъ / бж҃їихъ ми́лостынь / ми́лостынь)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||dative:plural:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їимъ / бж҃їимъ кра́ємъ / кра́ємъ)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||dative:plural:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їимъ / бж҃їимъ ми́лостынѧмъ / ми́лостынѧмъ)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||accusative:plural:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їи / бж҃їи кра̑и / кра̑и)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||accusative:plural:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їѧ / бж҃їѧ ми́лѡстыни / ми́лѡстыни)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||instrumental:plural:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їи / бж҃їи кра̑и / кра̑и)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||instrumental:plural:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їими / бж҃їими ми́лостынѧми / ми́лостынѧми)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-й кра́-й||locative:plural:masculine:::	no candidate cell's accentless form matches the print (printed бж҃їихъ / бж҃їихъ кра́ехъ / кра́ехъ)
synodal:adjective:bozhii	божїй	residue				§56|p056.htm|1|бж҃ї-ѧ ми́лостын-ѧ||locative:plural:feminine:::	no candidate cell's accentless form matches the print (printed бж҃їихъ / бж҃їихъ ми́лостынѧхъ / ми́лостынѧхъ)
synodal:adjective:gospoden	господень	partial	adjective-agreeing:short:positive:dual:accusative,dative,genitive,instrumental,locative,nominative,vocative:feminine,masculine,neuter:animate,inanimate|stem-vowel-from-start:1|acute;adjective-agreeing:short:positive:plural:accusative,dative,genitive:feminine,masculine,neuter:animate,inanimate|stem-vowel-from-start:1|acute;adjective-agreeing:short:positive:plural:instrumental,locative,nominative,vocative:feminine:animate,inanimate|stem-vowel-from-start:1|acute;adjective-agreeing:short:positive:plural:locative,nominative,vocative:masculine,neuter:animate,inanimate|stem-vowel-from-start:1|acute;adjective-agreeing:short:positive:singular:accusative,dative,genitive,instrumental,locative,nominative,vocative:feminine,masculine,neuter:animate,inanimate|stem-vowel-from-start:1|acute	46	0	2	
synodal:adjective:gospoden	господень	residue				§53. Склонение имен прилагательных|p053.htm|2|госпо́ден-ь||instrumental:plural:masculine:::	no candidate cell's accentless form matches the print (printed госпѡ́дни / ими)
synodal:adjective:gospoden	господень	residue				§53. Склонение имен прилагательных|p053.htm|2|госпо́дн-е||instrumental:plural:neuter:::	no candidate cell's accentless form matches the print (printed госпѡ́дни / ими)
synodal:adjective:mudr	мꙋдръ	partial	adjective-agreeing:long:comparative:dual:dative,instrumental:feminine,masculine,neuter:animate,inanimate|word-vowel-from-start:1|acute;adjective-agreeing:long:comparative:plural:genitive,instrumental,locative:feminine,masculine,neuter:animate,inanimate|word-vowel-from-start:1|acute;adjective-agreeing:long:positive:dual:accusative,nominative,vocative:feminine,neuter:animate,inanimate|stem-vowel-from-start:0|acute;adjective-agreeing:long:positive:dual:genitive,locative:feminine,neuter:animate,inanimate|stem-vowel-from-start:0|kamora;adjective-agreeing:long:positive:plural:accusative,nominative,vocative:neuter:animate,inanimate|stem-vowel-from-start:0|kamora;adjective-agreeing:long:superlative:dual:dative,instrumental:feminine,masculine,neuter:animate,inanimate|word-vowel-from-start:1|acute;adjective-agreeing:long:superlative:plural:genitive,instrumental,locative:feminine,masculine,neuter:animate,inanimate|word-vowel-from-start:1|acute;adjective-agreeing:short:comparative:dual:accusative,genitive,locative,nominative,vocative:masculine:animate,inanimate|word-vowel-from-start:1|kamora;adjective-agreeing:short:comparative:dual:dative,instrumental:feminine,masculine,neuter:animate,inanimate|word-vowel-from-start:1|acute;adjective-agreeing:short:comparative:dual:genitive,locative:feminine,neuter:animate,inanimate|word-vowel-from-start:1|kamora;adjective-agreeing:short:comparative:plural:accusative,dative,genitive,instrumental,locative:feminine,masculine:animate,inanimate|word-vowel-from-start:1|acute;adjective-agreeing:short:comparative:plural:accusative,nominative,vocative:neuter:animate,inanimate|word-vowel-from-start:1|kamora;adjective-agreeing:short:comparative:plural:dative,genitive,instrumental,locative:neuter:animate,inanimate|word-vowel-from-start:1|acute;adjective-agreeing:short:comparative:plural:nominative,vocative:feminine:animate,inanimate|word-vowel-from-start:1|acute;adjective-agreeing:short:comparative:singular:accusative:feminine:animate,inanimate|word-vowel-from-start:1|acute;adjective-agreeing:short:comparative:singular:genitive:masculine,neuter:animate,inanimate|word-vowel-from-start:1|acute;adjective-agreeing:short:positive:plural:accusative:feminine,masculine:animate,inanimate|stem-vowel-from-start:0|kamora;adjective-agreeing:short:positive:plural:nominative,vocative:feminine:animate,inanimate|stem-vowel-from-start:0|kamora;adjective-agreeing:short:positive:singular:genitive,nominative:feminine:animate,inanimate|stem-vowel-from-start:0|acute;adjective-agreeing:short:positive:singular:nominative:neuter:animate,inanimate|stem-vowel-from-start:0|acute;adjective-agreeing:short:superlative:dual:nominative:masculine:animate,inanimate|word-vowel-from-start:1|kamora;adjective-agreeing:short:superlative:plural:nominative:feminine:animate,inanimate|word-vowel-from-start:1|acute;adjective-agreeing:short:superlative:plural:nominative:neuter:animate,inanimate|word-vowel-from-start:1|kamora	39	0	13	
synodal:adjective:mudr	мꙋдръ	residue				§53. Склонение имен прилагательных|p053.htm|1|мꙋ́др-ъ||nominative+accusative+vocative:dual:masculine:::	an existing accent rule reaches the cell and disagrees with the print (printed мꙋ̑дра)
synodal:adjective:mudr	мꙋдръ	residue				§53. Склонение имен прилагательных|p053.htm|1|мꙋ́др-а||nominative+accusative+vocative:dual:feminine:::	an existing accent rule reaches the cell and disagrees with the print (printed мꙋ̑дрѣ)
synodal:adjective:mudr	мꙋдръ	residue				§53. Склонение имен прилагательных|p053.htm|1|мꙋ́др-о||nominative+accusative+vocative:dual:neuter:::	an existing accent rule reaches the cell and disagrees with the print (printed мꙋ̑дрѣ)
synodal:adjective:mudr	мꙋдръ	residue				§53. Склонение имен прилагательных|p053.htm|1|мꙋ́др-ъ||genitive+locative:dual:masculine:::	an existing accent rule reaches the cell and disagrees with the print (printed мꙋ̑дрꙋ)
synodal:adjective:mudr	мꙋдръ	residue				§53. Склонение имен прилагательных|p053.htm|1|мꙋ́др-а||genitive+locative:dual:feminine:::	an existing accent rule reaches the cell and disagrees with the print (printed мꙋ̑дрꙋ)
synodal:adjective:mudr	мꙋдръ	residue				§53. Склонение имен прилагательных|p053.htm|1|мꙋ́др-о||genitive+locative:dual:neuter:::	an existing accent rule reaches the cell and disagrees with the print (printed мꙋ̑дрꙋ)
synodal:adjective:mudr	мꙋдръ	residue				§53. Склонение имен прилагательных|p053.htm|1|мꙋ́др-о||nominative+vocative:plural:neuter:::	an existing accent rule reaches the cell and disagrees with the print (printed мꙋ̑дра)
synodal:adjective:mudr	мꙋдръ	residue				§53. Склонение имен прилагательных|p053.htm|1|мꙋ́др-о||accusative:plural:neuter:::	an existing accent rule reaches the cell and disagrees with the print (printed мꙋ̑дра)
synodal:adjective:mudr	мꙋдръ	residue				§53. Склонение имен прилагательных|p053.htm|1|мꙋ́др-ъ||instrumental:plural:masculine:::	an existing accent rule reaches the cell and disagrees with the print (printed мꙋ̑дры / ыми)
synodal:adjective:mudr	мꙋдръ	residue				§53. Склонение имен прилагательных|p053.htm|1|мꙋ́др-о||instrumental:plural:neuter:::	an existing accent rule reaches the cell and disagrees with the print (printed мꙋ̑дры / ыми)
synodal:adjective:mudr	мꙋдръ	residue				§60. Склонение прилагательных сравнительной степени кратких|p060.htm|1|мꙋдр-ѣ́йши||nominative+accusative+vocative:dual:feminine:::	an existing accent rule reaches the cell and disagrees with the print (printed мꙋдрѣ̑йши)
synodal:adjective:mudr	мꙋдръ	residue				§60. Склонение прилагательных сравнительной степени кратких|p060.htm|1|мꙋдр-ѣ́е (-ѣ́йше)||nominative+accusative+vocative:dual:neuter:::	an existing accent rule reaches the cell and disagrees with the print (printed мꙋдрѣ̑йши)
synodal:adjective:mudr	мꙋдръ	residue				§60. Склонение прилагательных сравнительной степени кратких|p060.htm|1|мꙋдр-ѣ́й||nominative+vocative:plural:masculine:::	an existing accent rule reaches the cell and disagrees with the print (printed и / мꙋдрѣ̑йше)
synodal:noun:brethren-collective	братїѧ	unfit		0	0	5	
synodal:noun:brethren-collective	братїѧ	residue				§37. Особенности 1-го склонения|p037.htm|1|||accusative:::::	an existing accent rule reaches the cell and disagrees with the print (printed бра́тїй)
synodal:noun:brethren-collective	братїѧ	residue				§37. Особенности 1-го склонения|p037.htm|1|бра́тїѧ||genitive:::::	an existing accent rule reaches the cell and disagrees with the print (printed бра́тїй)
synodal:noun:brethren-collective	братїѧ	residue				§37. Особенности 1-го склонения|p037.htm|1|||instrumental:::::	an existing accent rule reaches the cell and disagrees with the print (printed бра́тїѧми)
synodal:noun:brethren-collective	братїѧ	residue				§37. Особенности 1-го склонения|p037.htm|1|бра́тїѧ||dative:::::	no candidate cell's accentless form matches the print (printed бра́тїѧмъ)
synodal:noun:brethren-collective	братїѧ	residue				§37. Особенности 1-го склонения|p037.htm|1|||locative:::::	no candidate cell's accentless form matches the print (printed бра́тїѧхъ / ѡ҆ / ѡ҆ бра́тїѧхъ)
synodal:noun:hand	рꙋка	fit	noun:dual:genitive,locative|ending-vowel-from-end:0|acute;noun:singular:vocative|ending-vowel-from-end:0|acute	2	0	0	
synodal:noun:krai	край	partial	noun:dual:dative,instrumental|stem-vowel-from-start:0|acute;noun:dual:genitive,locative|stem-vowel-from-start:0|kamora;noun:plural:accusative|stem-vowel-from-start:0|kamora;noun:plural:locative|stem-vowel-from-start:0|acute;noun:singular:accusative,dative,genitive,locative,vocative|stem-vowel-from-start:0|acute	9	0	3	
synodal:noun:krai	край	residue				§34. Образцы 1-го склонения|p034.htm|1|кра́-й|Мягкое склонение|nominative+vocative:plural::::	an existing accent rule reaches the cell and disagrees with the print (printed кра̑и)
synodal:noun:krai	край	residue				§34. Образцы 1-го склонения|p034.htm|1|кра́-й|Мягкое склонение|genitive:plural::::	an existing accent rule reaches the cell and disagrees with the print (printed крає́въ)
synodal:noun:krai	край	residue				§34. Образцы 1-го склонения|p034.htm|1|кра́-й|Мягкое склонение|instrumental:plural::::	an existing accent rule reaches the cell and disagrees with the print (printed кра̑и)
synodal:noun:man	мꙋжъ	fit	noun:dual:dative,instrumental|stem-vowel-from-start:0|acute;noun:dual:genitive,locative|stem-vowel-from-start:0|kamora;noun:plural:dative,locative|ending-vowel-from-end:0|acute;noun:plural:nominative,vocative|stem-vowel-from-start:0|kamora;noun:singular:locative,vocative|stem-vowel-from-start:0|acute	7	0	0	
synodal:noun:more	море	partial	noun:dual:accusative,dative,genitive,instrumental,locative,nominative,vocative|stem-vowel-from-start:0|acute;noun:plural:accusative|ending-vowel-from-end:0|acute;noun:plural:genitive|word-vowel-from-start:1|acute;noun:plural:instrumental|stem-vowel-from-start:0|acute;noun:singular:nominative,vocative|stem-vowel-from-start:0|acute	8	0	1	
synodal:noun:more	море	residue				§34. Образцы 1-го склонения|p034.htm|1|мо́р-е|Мягкое склонение|dative:plural::::	an existing accent rule reaches the cell and disagrees with the print (printed морє́мъ)
synodal:noun:path	пꙋть	unfit		0	0	3	
synodal:noun:path	пꙋть	residue				§41. 3-е склонение|p041.htm|1|пꙋ́т-ь||nominative+accusative+vocative:dual:masculine:::	the class generates no candidate cell (printed пꙋти̑)
synodal:noun:path	пꙋть	residue				§41. 3-е склонение|p041.htm|1|пꙋ́т-ь||genitive+locative:dual:masculine:::	the class generates no candidate cell (printed пꙋтїю̀)
synodal:noun:path	пꙋть	residue				§41. 3-е склонение|p041.htm|1|пꙋ́т-ь||dative+instrumental:dual:masculine:::	the class generates no candidate cell (printed пꙋтьма̀)
synodal:noun:rab	рабъ	fit	noun:dual:dative,instrumental|ending-vowel-from-end:1|acute;noun:dual:genitive,locative|ending-vowel-from-end:0|kamora;noun:plural:instrumental|ending-vowel-from-end:0|acute	3	0	0	
