# The v1.1 witness source: single attested cells from running Synodal print,
# each citing a verbatim line of the vertograd-fetched texts (the 1757
# Elizabethan Bible index / the Ponomar maktabah pages). Verified by
# `cargo xtask check-witnesses`. Columns (tab-separated):
# recension<TAB>pos<TAB>lemma<TAB>cell<TAB>form<TAB>source-file<TAB>quote
syn	noun	ѡ҆́блакъ	3	ѡ҆́блакъ	assets/bible/052.txt	бы́сть ѡ҆́блакъ, и҆ ѡ҆сѣнѝ и҆̀хъ: ѹ҆боѧ́шасѧ же, вше́дше во ѡ҆́блакъ
syn	noun	ꙗ҆́блонь	0	ꙗ҆́блонь	assets/bible/035.txt	ши́пки, и҆ фі́нїѯъ, и҆ ꙗ҆́блонь, и҆ всѧ̑ древа̀ пѡльска́ѧ и҆зсхо́ша
syn	noun	ꙗ҆́блонь	4	ꙗ҆́блонею	assets/bible/024.txt	под̾ ꙗ҆́блонею возбꙋди́хъ тѧ̀
# v1.2 part 1 — the Synodal personal row arbitrated against the print. The
# pronoun's lemma column is the constant `personal`; the cell column names
# the matrix cell (`3.f.sg.dat`, `1.pl.nom`; see extractor::cells::parse_cell).
syn	pronoun	personal	1.pl.nom	мы̀	assets/bible/000.txt	ꙗ҆́кѡ мы̀ погꙋблѧ́емъ мѣ́сто сїѐ
syn	pronoun	personal	2.sg.gen	тебє̀	assets/bible/000.txt	гла́съ слы́шахъ тебє̀ ходѧ́ща въ раѝ
syn	pronoun	personal	3.m.sg.nom	ѻ҆́нъ	assets/bible/000.txt	Взѧ́ же ѻ҆́нъ всѧ̑ сїѧ̑ и҆ раздѣлѝ ѧ҆̀ на по́лы
syn	pronoun	personal	3.f.sg.nom	ѻ҆на̀	assets/bible/002.txt	и҆ ѻ҆на̀ ѹ҆ви́дитъ срамотꙋ̀ є҆гѡ̀
syn	pronoun	personal	3.f.sg.dat	є҆́й	assets/bible/000.txt	И҆ речѐ є҆́й а҆́гг҃лъ гдⷭ҇ень: а҆́гарь, рабо̀ са́рина
syn	pronoun	personal	3.f.sg.ins	є҆́ю	assets/bible/000.txt	и҆ напо́лните зе́млю и҆ ѡ҆блада́йте є҆́ю
syn	pronoun	personal	3.n.du.acc	ѧ҆̀	assets/bible/000.txt	и҆ положѝ ѧ҆̀ бг҃ъ на тве́рди небе́снѣй
syn	pronoun	personal	3.m.pl.dat	и҆̀мъ	assets/bible/000.txt	и҆ речѐ и҆̀мъ: расти́тесѧ и҆ мно́житесѧ
syn	pronoun	personal	3.m.pl.acc	и҆̀хъ	assets/bible/000.txt	а҆́зъ погꙋблю̀ и҆̀хъ и҆ зе́млю
syn	pronoun	personal	3.m.pl.loc	ни́хъ	assets/bible/000.txt	съ ни́миже а҆́зъ живꙋ̀ въ ни́хъ
syn	pronoun	personal	3.f.pl.loc	ни́хъ	assets/bible/000.txt	и҆ всѐ є҆́же бѧ́ше бѣ́лое въ ни́хъ
syn	pronoun	personal	3.n.pl.loc	ни́хъ	assets/bible/066.txt	да въ ни́хъ хо́димъ
# v1.2 part 2 — the relative и҆́же: the dictionary's tag bundles attest the
# plural nominative as є҆́же (8 tokens), the dative plural only in its
# prepositional form and the locative plural as the genitive; the print's
# forms are witnessed cell by cell.
syn	npron	и҆́же	m.pl.nom	и҆̀же	assets/bible/000.txt	цари̑ и҆̀же съ ни́мъ
syn	npron	и҆́же	m.pl.dat	и҆̀мже	assets/bible/001.txt	Се́й а҆арѡ́нъ и҆ мѡѷсе́й, и҆̀мже речѐ бг҃ъ
syn	npron	и҆́же	f.pl.dat	и҆̀мже	assets/bible/001.txt	и҆ всѧ̑ жєны̀, и҆̀мже возлюби́сѧ во ѹ҆мѣ̀ и҆́хъ
syn	npron	и҆́же	m.pl.loc	ни́хже	assets/bible/000.txt	гра́ды, въ ни́хже живѧ́ше лѡ́тъ
syn	npron	и҆́же	f.pl.loc	ни́хже	assets/bible/000.txt	въ ни́хже а҆́зъ ѡ҆бита́ю въ землѝ и҆́хъ
syn	npron	и҆́же	n.pl.loc	ни́хже	assets/bible/000.txt	седмѝ лѣ́тъ, въ ни́хже бѧ́ше ѻ҆би́лность
syn	npron	и҆́же	f.pl.nom	ꙗ҆̀же	assets/bible/000.txt	ꙗ҆̀же и҆зведо́ша во́ды по родѡ́мъ и҆́хъ
syn	npron	ве́сь	n.pl.acc	всѧ̑	assets/bible/000.txt	И҆ ви́дѣ бг҃ъ всѧ̑, є҆ли̑ка сотворѝ
# v1.2 part 3 — the clitic cells: the dictionary writes the enclitics
# unstressed («ны», «ся»); the print marks them.
syn	pronoun	personal	clit.1.pl.acc	ны̀	assets/bible/000.txt	ѡ҆живи́лъ ны̀ є҆сѝ
syn	pronoun	personal	refl.clit.acc	сѧ̀	assets/bible/001.txt	да не наведꙋ́тъ на сѧ̀ грѣха̀
